,ID,Country,Date Start,Date end intended,Description of measure implemented,Implementing State/Province,Keywords,Target region,education_closure,outdoor_gatherings_banned,sports cancellation,compulsory isolation,international travel ban,business suspension,blanket isolation,blanket curfew,social distancing
1070,,China,2020-02-05,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Jiangsu,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1071,,China,2020-02-05,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Zheijang,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1072,,China,2020-02-05,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Anhui,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1073,,China,2020-02-05,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Liaoning,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1074,,China,2020-02-06,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Jiangxi,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1075,,China,2020-02-05,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Guangxi,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1076,,China,2020-02-05,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Sichuan,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1077,,China,2020-02-06,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Liaoning,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1078,,China,2020-02-06,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Shaanxi,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1080,,China,2020-02-06,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Jilin,"blanket isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1081,,China,2020-02-07,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Hebei,"cluster isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1082,,China,2020-02-09,,"On 1 February Huanggang, Hubei implemented a measure whereby only one person from each household is permitted to go outside for provisions once every two days, except for medical reasons or to work at shops or pharmacies. Many cities, districts, and counties across mainland China implemented similar measures in the days following, including Wenzhou, Hangzhou, Fuzhou, Harbin, and the whole of Jiangxi Province.",Tianjin,"cluster isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1114,,Nepal,2020-02-13,,"As of 13 February, Nepal had conducted tests on 19 suspected patients. A Saudi Arabian national who only spoke Arabic and appeared to object to being kept in the hospital, fled from isolation, and could not be located. The health ministry said it would start using police to guard suspected patients at the hospital.",,compulsory isolation,,,,,1.0,,,,,
1143,,Hungary,2020-03-19,,"Tibor Lakatos, the head of the Operational Group, said that between March 12 and Tuesday at midnight 2,817 compulsory home quarantine orders were issued, and 5,094 checks were carried out with a view to verifying compliance with the rules of compulsory home quarantine.",,"compulsory isolation, confirmed case isolation",,,,,1.0,,,,,
1151,,Netherlands,2020-03-23,,"All gatherings to be banned up to June 1, but an exception will be made for funerals and church weddings. Mayors have the power to close areas where people gather in larger groups, such as parks and beaches. People who do not stick to the rules can be fined €400.
Read more at http://dutchnews.nl/:",,"compulsory isolation, outdoor gatherings banned",,,1.0,,1.0,,,,,
1155,,Netherlands,2020-03-23,,"Shops and public transport companies must take measures to ensure people remain 1.5 metres apart. Companies which do not comply can be fined €4,000.",,"compulsory isolation, social distancing",,,,,1.0,,,,,
1165,,Spain,2020-03-08,,"Police have been deployed to lock down entire blocks of a neighbourhood in Haro,",La Rioja,"cluster isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1230,,Singapore,2020-03-20,,All Singaporeans and PRs returning to the country issued 14-day SHN,,"compulsory isolation, international traveller quarantine - all countries",,,,,1.0,,,,,
1237,,Singapore,2020-02-17,,Stricter stay-home notice (SHN) is introduced,,compulsory isolation,,,,,1.0,,,,,
1247,,Singapore,2020-01-27,,"14-day leave of absence (LOA) for people in education, healthcare, and eldercare sectors if they have been to China in the past 14 days",,"cluster isolation - no symptoms, compulsory isolation",,,,,1.0,,,,,
1461,,South Korea,2020-03-28,,Violation of Self-isolation: maximum 1 year imprisonment or 10 million won (= USD830) penalty,,compulsory isolation,,,,,1.0,,,,,
1627,,Taiwan,2020-03-19,,"- Non-Taiwanese nationals will not be allowed to enter Taiwan. Entry permit for People carrying diplomatic and business proofs will be decided based on discretion.
Regardless of nationality, all visitors and Taiwanese arriving from other countries will go into quarantine for 14 days.
- People who returned from tips to Europe, Egypt and Turkey between March 5 and March 14 must immediately begin home quarantine for 14 days. 
- People who mush undergo quarantine will be compensated for NT$1000 (US$33). ",,"compulsory isolation, international travel ban - all countries, international traveller quarantine - all countries, isolation allowance",,,,,1.0,,,,,
11,141,Vietnam,2020-02-04,,The Nanning–Hanoi through train shall cease service as per agreement between the two national operators.,,international travel ban - risk countries,,,,,,1.0,,,,
13,129,Vietnam,2020-02-01,2020-05-01,"With the sixth case being another domestic transmission, Vietnamese Prime Minister Nguyễn Xuân Phúc signed an epidemic declaration.[13] Aviation permits which already had been granted for flights between Vietnam and China Mainland-Hong Kong-Macau were all revoked, effective immediately from 13:00 (UTC+7, 1 February) for an unspecified time.[13][713] It perhaps lasts until 1 May, according to the United States Federal Aviation Administration.",,international travel ban - risk countries,,,,,,1.0,,,,
14,126,Vietnam,2020-02-01,2020-02-02,"International border gates Móng Cái (Quảng Ninh Province, Vietnam) - Dongxing (Guangxi, China) ceased functioning on 1 February for an unspecified time; border gates Hoành Mô and Bắc Phong Sinh experienced a 24-hour closure, awaiting further measurements from authorities.",Quang Ninh,international travel ban - risk countries,,,,,,1.0,,,,
56,,Singapore,2020-03-23,,All short-term visitors banned,,international travel ban - all countries,,,,,,2.0,,,,
